value_rank,domain,word,length,google_20k_rank,dns_status,dns_code,whois_status,checked_at_utc
3208,dunt.ai,dunt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3213,durn.ai,durn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3220,eboe.ai,eboe,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3223,eche.ai,eche,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3228,eely.ai,eely,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3233,eheu.ai,eheu,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3234,ejoo.ai,ejoo,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3238,elod.ai,elod,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3242,emyd.ai,emyd,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3249,epha.ai,epha,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3256,eruc.ai,eruc,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3262,etua.ai,etua,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3268,ewry.ai,ewry,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3271,eyah.ai,eyah,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3280,ezba.ai,ezba,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3287,faky.ai,faky,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3293,faon.ai,faon,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3294,farl.ai,farl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3306,feif.ai,feif,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3314,ferk.ai,ferk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3327,firk.ai,firk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3341,flob.ai,flob,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3358,foud.ai,foud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3360,fowk.ai,fowk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3364,frab.ai,frab,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3365,frae.ai,frae,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3376,frot.ai,frot,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3378,fuci.ai,fuci,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3383,fumy.ai,fumy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3384,funt.ai,funt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3386,fusc.ai,fusc,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3398,gaen.ai,gaen,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3399,gaet.ai,gaet,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3412,gaol.ai,gaol,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3425,gaub.ai,gaub,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3427,gaum.ai,gaum,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3428,gaun.ai,gaun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3432,gaut.ai,gaut,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3434,gawm.ai,gawm,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3435,gawn.ai,gawn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3440,geat.ai,geat,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3443,gegg.ai,gegg,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3452,gerb.ai,gerb,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3461,gied.ai,gied,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3469,girn.ai,girn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3475,gith.ai,gith,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3478,glar.ai,glar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3486,gloy.ai,gloy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3519,gowf.ai,gowf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3520,gowk.ai,gowk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3535,guao.ai,guao,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3541,guhr.ai,guhr,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3542,guib.ai,guib,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3548,gunj.ai,gunj,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3550,gunl.ai,gunl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3551,gurk.ai,gurk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3559,guze.ai,guze,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3560,gwag.ai,gwag,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3561,gyle.ai,gyle,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3563,gype.ai,gype,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3564,gyps.ai,gyps,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3568,gyte.ai,gyte,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3569,gyve.ai,gyve,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3571,haaf.ai,haaf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3574,hadj.ai,hadj,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3575,haec.ai,haec,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3577,haet.ai,haet,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3600,hawm.ai,hawm,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3604,heaf.ai,heaf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3605,hech.ai,hech,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3613,heml.ai,heml,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3621,hewt.ai,hewt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3625,himp.ai,himp,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3630,hish.ai,hish,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3639,hoer.ai,hoer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3641,hoin.ai,hoin,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3642,hoit.ai,hoit,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3654,hory.ai,hory,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3657,howk.ai,howk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3662,huer.ai,huer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3669,hunh.ai,hunh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3681,hyne.ai,hyne,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3700,ilka.ai,ilka,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3704,imbe.ai,imbe,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3708,inbe.ai,inbe,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3717,ipil.ai,ipil,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3719,irok.ai,irok,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3737,jaob.ai,jaob,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3740,jarg.ai,jarg,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3745,jauk.ai,jauk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3746,jaun.ai,jaun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3747,jaup.ai,jaup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3748,jawy.ai,jawy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3753,jerl.ai,jerl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3755,jert.ai,jert,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3758,jhow.ai,jhow,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3772,joch.ai,joch,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3774,jocu.ai,jocu,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3781,joug.ai,joug,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3782,jouk.ai,jouk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3786,juck.ai,juck,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3838,keup.ai,keup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3839,kexy.ai,kexy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3840,khar.ai,khar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3843,khir.ai,khir,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3844,khot.ai,khot,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3854,kilp.ai,kilp,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3870,klom.ai,klom,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3874,knag.ai,knag,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3876,knar.ai,knar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3881,knur.ai,knur,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3883,koae.ai,koae,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3889,koft.ai,koft,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3896,koph.ai,koph,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3909,kuei.ai,kuei,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3913,kulm.ai,kulm,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3914,kunk.ai,kunk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3918,kyar.ai,kyar,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3923,laet.ai,laet,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3967,leud.ai,leud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3977,liin.ai,liin,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
3996,llyn.ai,llyn,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4024,losh.ai,losh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4037,lues.ai,lues,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4046,lurg.ai,lurg,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4090,maux.ai,maux,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4091,mawk.ai,mawk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4095,meak.ai,meak,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4122,mijl.ai,mijl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4133,mird.ai,mird,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4179,moud.ai,moud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4180,moul.ai,moul,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4181,moup.ai,moup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4183,mown.ai,mown,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4184,mowt.ai,mowt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4192,muid.ai,muid,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4197,mump.ai,mump,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4218,nabk.ai,nabk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4247,nawt.ai,nawt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4254,neif.ai,neif,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4271,niog.ai,niog,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4274,nizy.ai,nizy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4288,noup.ai,noup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4294,oary.ai,oary,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4302,ocht.ai,ocht,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4306,odso.ai,odso,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4317,oime.ai,oime,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4318,oint.ai,oint,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4320,oket.ai,oket,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4328,olpe.ai,olpe,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4333,ondy.ai,ondy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4340,oons.ai,oons,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4342,oord.ai,oord,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4353,osse.ai,osse,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4358,ovey.ai,ovey,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4367,oxyl.ai,oxyl,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4368,oyer.ai,oyer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4374,paha.ai,paha,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4402,paup.ai,paup,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4403,paut.ai,paut,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4405,pavy.ai,pavy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4406,pawk.ai,pawk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4409,peag.ai,peag,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4421,peho.ai,peho,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4427,penk.ai,penk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4439,pewy.ai,pewy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4440,pfui.ai,pfui,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4444,phoh.ai,phoh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4449,phut.ai,phut,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4477,pish.ai,pish,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4484,pize.ai,pize,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4485,plak.ai,plak,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4489,plew.ai,plew,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4496,plud.ai,plud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4498,pobs.ai,pobs,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4503,poil.ai,poil,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4511,pooa.ai,pooa,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4531,prau.ai,prau,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4537,pruh.ai,pruh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4563,puxy.ai,puxy,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4564,pyal.ai,pyal,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4565,pyic.ai,pyic,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4566,pyin.ai,pyin,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4573,qoph.ai,qoph,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4574,quab.ai,quab,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4578,quaw.ai,quaw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4579,quei.ai,quei,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4599,rakh.ai,rakh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4646,rier.ai,rier,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4670,roed.ai,roed,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4686,ropp.ai,ropp,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4693,roub.ai,roub,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4694,roud.ai,roud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4695,roue.ai,roue,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4696,roun.ai,roun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4704,ruer.ai,ruer,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4733,sahh.ai,sahh,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4756,sauf.ai,sauf,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4766,scaw.ai,scaw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4769,scog.ai,scog,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4774,scug.ai,scug,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4776,scun.ai,scun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4780,scye.ai,scye,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4781,scyt.ai,scyt,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4829,siak.ai,siak,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4849,siol.ai,siol,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4862,skaw.ai,skaw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4867,skeo.ai,skeo,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4869,sker.ai,sker,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4879,skun.ai,skun,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4893,slod.ai,slod,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4900,slud.ai,slud,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4913,snaw.ai,snaw,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4914,sneb.ai,sneb,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4916,snee.ai,snee,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4919,snig.ai,snig,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4928,snum.ai,snum,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4941,sonk.ai,sonk,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4955,sots.ai,sots,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4969,spet.ai,spet,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
4972,spig.ai,spig,4,,possible,NXDOMAIN,available,2026-05-30T14:13:45.715Z
